,id,n_victimas,fecha,aaaa,mm,dd,hora,hh,lugar_del_hecho,tipo_de_calle,calle,altura,cruce,direccion_normalizada,comuna,longitud,latitud,participantes,victima,acusado,Tipo_siniestro
14627,LC-2020-0572755,1,2020-10-19 00:00:00,2020,10,19,03:00:00 p.m.,15,,GRAL PAZ,"PAZ, GRAL. AV.",1430.0,,"PAZ, GRAL. AV. 1430",12,-58.478673931759,-34.540984104527,SD-SD,,,Lesion
14628,LC-2020-0572880,2,2020-10-19 00:00:00,2020,10,19,04:00:00 p.m.,16,,CALLE,ZAVALETA,0.0,"IRIARTE, GRAL. AV.","ZAVALETA e IRIARTE, GRAL. AV.",4,-58.400567676566,-34.651070805528,SD-SD,,,Lesion
14629,LC-2020-0572901,1,2020-10-19 00:00:00,2020,10,19,05:19:00 p.m.,17,,AVENIDA,ESTADO DE ISRAEL AV.,0.0,ESTADO DE PALESTINA,ESTADO DE ISRAEL AV. y ESTADO DE PALESTINA,15,-58.424956095340,-34.597851290507,MOTO-AUTO,MOTO,AUTO,Lesion
14630,LC-2020-0572913,1,2020-10-19 00:00:00,2020,10,19,06:15:00 p.m.,18,,AVENIDA,"BROWN, ALTE. AV.",0.0,OLAVARRIA,"BROWN, ALTE. AV. y OLAVARRIA",4,-58.358395013684,-34.636145292776,PEATON-AUTO,PEATON,AUTO,Lesion
14631,LC-2020-0572959,3,2020-10-19 00:00:00,2020,10,19,07:10:00 p.m.,19,,AVENIDA,VELEZ SARSFIELD AV.,0.0,"CRUZ, OSVALDO AV.","VELEZ SARSFIELD AV. y CRUZ, OSVALDO AV.",4,-58.388656583654,-34.655623632519,SD-SD,,,Lesion
14632,LC-2020-0573048,1,2020-10-19 00:00:00,2020,10,19,09:10:00 p.m.,21,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,MEDANOS,"JUSTO, JUAN B. AV. y MEDANOS",11,-58.465881061003,-34.610225922450,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
14633,LC-2020-0573065,1,2020-10-19 00:00:00,2020,10,19,09:40:00 p.m.,21,,CALLE,ARRIBEÃ‘OS,0.0,QUESADA,ARRIBEÃ‘OS y QUESADA,13,-58.456364020571,-34.550739002420,SD-SD,,,Lesion
14634,LC-2020-0573103,1,2020-10-19 00:00:00,2020,10,19,08:43:00 p.m.,20,,CALLE,OLIDEN,0.0,TONELERO,OLIDEN y TONELERO,9,-58.516505617255,-34.643115696251,SD-SD,,,Lesion
14635,LC-2020-0572452,1,2020-10-19 00:00:00,2020,10,19,14:29:00,14,,,,,,,,,,MOTO-OTRO,MOTO,OTRO,Lesion
14636,LC-2020-0573164,1,2020-10-20 00:00:00,2020,10,20,12:40:00 a.m.,0,,CALLE,"FIGUEROA, D. APOLINARIO, CORONEL",0.0,SAN MARTIN AV.,"FIGUEROA, D. APOLINARIO, CORONEL y SAN MARTIN AV.",15,-58.449290873683,-34.606857069685,MOTO-AUTO,MOTO,AUTO,Lesion
14637,LC-2020-0573268,1,2020-10-20 00:00:00,2020,10,20,07:40:00 a.m.,7,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"ALBERDI, JUAN BAUTISTA AV.","PAZ, GRAL. AV. y ALBERDI, JUAN BAUTISTA AV.",9,-58.518399307019,-34.662524884133,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
14638,LC-2020-0573279,3,2020-10-20 00:00:00,2020,10,20,07:30:00 a.m.,7,,CALLE,"BARROS PAZOS, JOSE",0.0,MURGUIONDO,"BARROS PAZOS, JOSE y MURGUIONDO",8,-58.471443113095,-34.680268849941,SD-SD,,,Lesion
14639,LC-2020-0573299,3,2020-10-20 00:00:00,2020,10,20,08:20:00 a.m.,8,,AVENIDA,CASEROS AV.,0.0,ALBERTI,CASEROS AV. y ALBERTI,4,-58.397435114162,-34.635648112322,SD-SD,,,Lesion
14640,LC-2020-0573371,1,2020-10-20 00:00:00,2020,10,20,08:45:00 a.m.,8,,CALLE,MORON,0.0,"ARTIGAS, JOSE GERVASIO, GRAL.","MORON y ARTIGAS, JOSE GERVASIO, GRAL.",7,-58.467077559730,-34.622470626145,SD-SD,,,Lesion
14641,LC-2020-0573907,1,2020-10-20 00:00:00,2020,10,20,12:50:00 p.m.,12,,AVENIDA,"CAMPOS, LUIS M. AV.",813.0,,"CAMPOS, LUIS M. AV. 813",14,-58.436513727188,-34.569088387255,MOTO-AUTO,MOTO,AUTO,Lesion
14642,LC-2020-0574077,2,2020-10-20 00:00:00,2020,10,20,05:03:00 p.m.,17,,AVENIDA,"DE LA TORRE, LISANDRO AV.",2343.0,,"DE LA TORRE, LISANDRO AV. 2343",9,-58.501174291656,-34.661983848174,SD-SD,,,Lesion
14643,LC-2020-0574095,2,2020-10-20 00:00:00,2020,10,20,02:20:00 p.m.,14,,CALLE,BAIGORRIA,0.0,BERMUDEZ,BAIGORRIA y BERMUDEZ,10,-58.513044877304,-34.616731176198,SD-SD,,,Lesion
14644,LC-2020-0574109,1,2020-10-20 00:00:00,2020,10,20,12:00:00 p.m.,12,,CALLE,JUFRE,0.0,MALABIA,JUFRE y MALABIA,15,-58.433172912160,-34.594788405615,MOTO-AUTO,MOTO,AUTO,Lesion
14645,LC-2020-0574166,1,2020-10-20 00:00:00,2020,10,20,08:10:00 p.m.,20,,AVENIDA,DIRECTORIO AV.,2500.0,,DIRECTORIO AV. 2500,7,-58.462035962715,-34.634080877126,SD-SD,,,Lesion
14646,LC-2020-0574171,1,2020-10-20 00:00:00,2020,10,20,03:00:00 p.m.,15,,AVENIDA,CORDOBA AV.,3987.0,,CORDOBA AV. 3987,14,-58.423154932608,-34.597551122805,AUTO-MOTO,AUTO,MOTO,Lesion
14647,LC-2020-0574198,2,2020-10-20 00:00:00,2020,10,20,04:10:00 p.m.,16,,AVENIDA,NAZCA AV.,0.0,SANTO TOME,NAZCA AV. y SANTO TOME,11,-58.487033864300,-34.604785183286,SD-SD,,,Lesion
14648,LC-2020-0574456,1,2020-10-20 00:00:00,2020,10,20,04:00:00 p.m.,16,,AVENIDA,DEL LIBERTADOR AV.,0.0,UGARTECHE,DEL LIBERTADOR AV. y UGARTECHE,14,-58.409958442474,-34.577239592311,AUTO-AUTO,AUTO,AUTO,Lesion
14649,LC-2020-0574467,2,2020-10-20 00:00:00,2020,10,20,08:30:00 p.m.,20,,CALLE,VIAMONTE,0.0,PASTEUR,VIAMONTE y PASTEUR,3,-58.399810409050,-34.601115496430,SD-SD,,,Lesion
14650,LC-2020-0574508,1,2020-10-20 00:00:00,2020,10,20,10:00:00 p.m.,22,,AVENIDA,BOYACA AV.,0.0,BACACAY,BOYACA AV. y BACACAY,7,-58.458142863786,-34.624586022846,SD-SD,,,Lesion
14651,LC-2020-0574872,3,2020-10-21 00:00:00,2020,10,21,08:48:00 a.m.,8,,CALLE,"LEGUIZAMON, MARTINIANO",4347.0,,"LEGUIZAMON, MARTINIANO 4347",8,-58.475028805125,-34.679035269632,SD-SD,,,Lesion
14652,LC-2020-0574912,1,2020-10-21 00:00:00,2020,10,21,09:00:00 a.m.,9,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"MORAN, PEDRO","PAZ, GRAL. AV. y MORAN, PEDRO",10,-58.529886910113,-34.614359313101,SD-SD,,,Lesion
14653,LC-2020-0574931,1,2020-10-21 00:00:00,2020,10,21,03:00:00 p.m.,15,,GRAL PAZ,"PAZ, GRAL. AV.",15300.0,,"PAZ, GRAL. AV. 15300",8,-58.489287851412,-34.683124612001,SD-SD,,,Lesion
14654,LC-2020-0574962,1,2020-10-21 00:00:00,2020,10,21,08:06:00 a.m.,8,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,CARRASCO AV.,"JUSTO, JUAN B. AV. y CARRASCO AV.",10,-58.494852422579,-34.629534457407,SD-SD,,,Lesion
14655,LC-2020-0574996,3,2020-10-21 00:00:00,2020,10,21,08:50:00 a.m.,8,,GRAL PAZ,"PAZ, GRAL. AV.",5400.0,,"PAZ, GRAL. AV. 5400",12,-58.512492294473,-34.577890973999,SD-SD,,,Lesion
14656,LC-2020-0575117,1,2020-10-21 00:00:00,2020,10,21,10:10:00 a.m.,10,,AVENIDA,"PERON, EVA AV.",0.0,"DE LA TORRE, LISANDRO AV.","PERON, EVA AV. y DE LA TORRE, LISANDRO AV.",9,-58.493607226660,-34.667960525134,CICLISTA-CAMION,CICLISTA,CAMION,Lesion
14657,LC-2020-0575430,4,2020-10-21 00:00:00,2020,10,21,02:05:00 p.m.,14,,AVENIDA,VELEZ SARSFIELD AV.,170.0,,VELEZ SARSFIELD AV. 170,4,-58.389974744303,-34.636168469015,SD-SD,,,Lesion
14658,LC-2020-0575510,1,2020-10-21 00:00:00,2020,10,21,02:30:00 p.m.,14,,AVENIDA,"PERON, EVA AV.",0.0,SAN JUAN BAUTISTA DE LA SALLE AV.,"PERON, EVA AV. y SAN JUAN BAUTISTA DE LA SALLE AV.",9,-58.475510095252,-34.654900300306,SD-SD,,,Lesion
14659,LC-2020-0575546,1,2020-10-21 00:00:00,2020,10,21,01:45:00 p.m.,13,,CALLE,GASCON,1173.0,,GASCON 1173,14,-58.422996267985,-34.596760686426,MOTO-SD,MOTO,,Lesion
14660,LC-2020-0575552,1,2020-10-21 00:00:00,2020,10,21,12:00:00 p.m.,12,,AVENIDA,"BEIRO, FRANCISCO AV.",3049.0,,"BEIRO, FRANCISCO AV. 3049",15,-58.496417817133,-34.596125701827,MOTO-TAXI,MOTO,TAXI,Lesion
14661,LC-2020-0575788,1,2020-10-21 00:00:00,2020,10,21,03:00:00 p.m.,15,,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",0.0,BOULOGNE SUR MER,"PERON, JUAN DOMINGO, TTE. GENERAL y BOULOGNE SUR MER",3,-58.407693730934,-34.607837399787,SD-SD,,,Lesion
14662,LC-2020-0575847,1,2020-10-21 00:00:00,2020,10,21,04:30:00 p.m.,16,,AVENIDA,MUÃ‘IZ,0.0,SAN JUAN AV.,MUÃ‘IZ y SAN JUAN AV.,5,-58.425563226182,-34.626823770569,SD-AUTO,,AUTO,Lesion
14663,LC-2020-0575895,1,2020-10-21 00:00:00,2020,10,21,03:00:00 p.m.,15,,AVENIDA,DIRECTORIO AV.,0.0,CRAIG,DIRECTORIO AV. y CRAIG,6,-58.434764537233,-34.628157200261,SD-SD,,,Lesion
14664,LC-2020-0576009,1,2020-10-21 00:00:00,2020,10,21,07:06:00 p.m.,19,,CALLE,SUIPACHA,1156.0,,SUIPACHA 1156,1,-58.380181952552,-34.594642233509,SD-SD,,,Lesion
14665,LC-2020-0576042,1,2020-10-21 00:00:00,2020,10,21,12:30:00 p.m.,12,,AVENIDA,"ALSINA, ADOLFO",0.0,JUJUY AV.,"ALSINA, ADOLFO y JUJUY AV.",3,-58.405569844133,-34.612420560635,SD-SD,,,Lesion
14666,LC-2020-0576070,1,2020-10-21 00:00:00,2020,10,21,06:00:00 p.m.,18,,AVENIDA,LACARRA AV.,0.0,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.467398254764,-34.651177578013,SD-SD,,,Lesion
14667,LC-2020-0576218,1,2020-10-21 00:00:00,2020,10,21,10:10:00 p.m.,22,,CALLE,"SASTRE, MARCOS",0.0,LLAVALLOL,"SASTRE, MARCOS y LLAVALLOL",11,-58.493942046508,-34.606852476854,MOTO-AUTO,MOTO,AUTO,Lesion
14668,LC-2020-0576279,1,2020-10-22 00:00:00,2020,10,22,12:00:00 a.m.,0,,AVENIDA,CORRIENTES AV.,4258.0,,CORRIENTES AV. 4258,5,-58.425005110828,-34.602954122995,SD-SD,,,Lesion
14669,LC-2020-0576329,5,2020-10-22 00:00:00,2020,10,22,01:50:00,1,,,,,,,,,,SD-SD,,,Lesion
14670,LC-2020-0576390,1,2020-10-22 00:00:00,2020,10,22,05:20:00,5,,,,,,,,,,SD-SD,,,Lesion
14671,LC-2020-0576428,1,2020-10-22 00:00:00,2020,10,22,11:45:00 a.m.,11,,AVENIDA,RIVADAVIA AV.,0.0,ALBARIÃ‘O,RIVADAVIA AV. y ALBARIÃ‘O,10,-58.510050770406,-34.639115701302,SD-SD,,,Lesion
14672,LC-2020-0576448,1,2020-10-22 00:00:00,2020,10,22,08:00:00 a.m.,8,,CALLE,LAVARDEN,0.0,PATAGONES,LAVARDEN y PATAGONES,4,-58.401851919104,-34.637638886782,SD-SD,,,Lesion
14673,LC-2020-0576463,1,2020-10-22 00:00:00,2020,10,22,09:07:00 a.m.,9,,CALLE,ARTILLEROS,2081.0,,ARTILLEROS 2081,13,-58.444069535051,-34.554822197053,SD-SD,,,Lesion
14674,LC-2020-0576554,1,2020-10-22 00:00:00,2020,10,22,10:10:00 a.m.,10,,CALLE,VEDIA,3068.0,,VEDIA 3068,12,-58.482245315070,-34.542561413797,SD-SD,,,Lesion
14675,LC-2020-0576604,4,2020-10-22 00:00:00,2020,10,22,10:44:00 a.m.,10,,CALLE,"LEGUIZAMON, MARTINIANO",4347.0,,"LEGUIZAMON, MARTINIANO 4347",8,-58.475028805125,-34.679035269632,SD-SD,,,Lesion
14676,LC-2020-0576675,1,2020-10-22 00:00:00,2020,10,22,09:55:00 a.m.,9,,AVENIDA,"PERON, EVA AV.",0.0,OLIDEN,"PERON, EVA AV. y OLIDEN",9,-58.490075851674,-34.664398589028,MOTO-SD,MOTO,,Lesion
14677,LC-2020-0577260,1,2020-10-22 00:00:00,2020,10,22,02:10:00 p.m.,14,,AVENIDA,CORDOBA AV.,3121.0,,CORDOBA AV. 3121,2,-58.410642635653,-34.597892369233,MOTO-SD,MOTO,,Lesion
14678,LC-2020-0577280,1,2020-10-22 00:00:00,2020,10,22,08:15:00 p.m.,20,,CALLE,ALVAREZ JONTE,0.0,"BUFANO, ALFREDO R.","ALVAREZ JONTE y BUFANO, ALFREDO R.",11,-58.476201604670,-34.606650217008,SD-SD,,,Lesion
14679,LC-2020-0577396,1,2020-10-22 00:00:00,2020,10,22,03:00:00 p.m.,15,,AVENIDA,"ALVAREZ, DONATO, TTE. GRAL. AV.",0.0,WARNES AV.,"ALVAREZ, DONATO, TTE. GRAL. AV. y WARNES AV.",15,-58.468094217898,-34.596300012689,MOTO-AUTO,MOTO,AUTO,Lesion
14680,LC-2020-0577404,1,2020-10-22 00:00:00,2020,10,22,10:40:00 a.m.,10,,CALLE,LOYOLA,0.0,DARWIN,LOYOLA y DARWIN,15,-58.440671771778,-34.590461714663,PEATON-MOTO,PEATON,MOTO,Lesion
14681,LC-2020-0577547,1,2020-10-22 00:00:00,2020,10,22,03:00:00 p.m.,15,,AVENIDA,LACARRA AV.,0.0,"DELLEPIANE, LUIS, TTE. GRAL.","LACARRA AV. y DELLEPIANE, LUIS, TTE. GRAL.",9,-58.467398254764,-34.651177578013,SD-SD,,,Lesion
14682,LC-2020-0577573,1,2020-10-22 00:00:00,2020,10,22,05:30:00 p.m.,17,,AVENIDA,"BEIRO, FRANCISCO AV.",5275.0,,"BEIRO, FRANCISCO AV. 5275",11,-58.524818819472,-34.613578340644,SD-SD,,,Lesion
14683,LC-2020-0577747,1,2020-10-22 00:00:00,2020,10,22,06:50:00 p.m.,18,,CALLE,RAMALLO,0.0,VUELTA DE OBLIGADO,RAMALLO y VUELTA DE OBLIGADO,13,-58.471451792165,-34.542418020435,SD-SD,,,Lesion
14684,LC-2020-0577801,1,2020-10-22 00:00:00,2020,10,22,08:10:00 p.m.,20,,AVENIDA,RIVADAVIA AV.,0.0,MISIONES,RIVADAVIA AV. y MISIONES,3,-58.404577073625,-34.610041463133,SD-SD,,,Lesion
14685,LC-2020-0577926,1,2020-10-23 00:00:00,2020,10,23,11:30:00 p.m.,23,,AVENIDA,RIVADAVIA AV.,0.0,ROJAS,RIVADAVIA AV. y ROJAS,6,-58.441463766674,-34.620515326524,SD-SD,,,Lesion
14686,LC-2020-0577955,2,2020-10-23 00:00:00,2020,10,23,12:00:00 a.m.,0,,AVENIDA,MOSCONI GENERAL AV.,0.0,NAZCA,MOSCONI GENERAL AV. y NAZCA,12,-58.502186874288,-34.586284868298,SD-SD,,,Lesion
14687,LC-2020-0578576,1,2020-10-23 00:00:00,2020,10,23,12:55:00 p.m.,12,,CALLE,CIUDAD DE LA PAZ,0.0,"NEWBERY, JORGE","CIUDAD DE LA PAZ y NEWBERY, JORGE",13,-58.442421871163,-34.573798338491,SD-SD,,,Lesion
14688,LC-2020-0578692,1,2020-10-23 00:00:00,2020,10,23,02:00:00 p.m.,14,,AVENIDA,"MOREAU DE JUSTO, ALICIA AV.",0.0,"VERA PEÃ‘ALOZA,  ROSARIO","MOREAU DE JUSTO, ALICIA AV. y VERA PEÃ‘ALOZA,  ROSARIO",1,-58.365747008631,-34.618062260158,SD-SD,,,Lesion
14689,LC-2020-0578881,2,2020-10-23 00:00:00,2020,10,23,01:30:00 p.m.,13,,CALLE,MONROE,0.0,TRIUNVIRATO AV.,MONROE y TRIUNVIRATO AV.,12,-58.486384920260,-34.574319256358,PEATON-AUTO,PEATON,AUTO,Lesion
14690,LC-2020-0578963,1,2020-10-23 00:00:00,2020,10,23,09:00:00 p.m.,21,,AVENIDA,"VILLAFLOR, AZUCENA",100.0,,"VILLAFLOR, AZUCENA 100",1,-58.365631818493,-34.611914092536,SD-SD,,,Lesion
14691,LC-2020-0579134,1,2020-10-23 00:00:00,2020,10,23,12:20:00 p.m.,12,,AVENIDA,"ALSINA, ADOLFO",0.0,9 DE JULIO AV.,"ALSINA, ADOLFO y 9 DE JULIO AV.",1,-58.381446963752,-34.610798754294,SD-SD,,,Lesion
14692,LC-2020-0579271,1,2020-10-23 00:00:00,2020,10,23,03:38:00 p.m.,15,,CALLE,"CABRERA, JOSE A.",3446.0,,"CABRERA, JOSE A. 3446",2,-58.414829114772,-34.596924145958,MOTO-AUTO,MOTO,AUTO,Lesion
14693,LC-2020-0579395,1,2020-10-23 00:00:00,2020,10,23,05:30:00 p.m.,17,,AVENIDA,"UDAONDO, GUILLERMO AV.",0.0,"FIGUEROA ALCORTA, PRES. AV.","UDAONDO, GUILLERMO AV. y FIGUEROA ALCORTA, PRES. AV.",13,-58.452125234329,-34.546285130327,SD-SD,,,Lesion
14694,LC-2020-0579453,1,2020-10-23 00:00:00,2020,10,23,07:45:00 p.m.,19,,AVENIDA,RIVADAVIA AV.,3802.0,,RIVADAVIA AV. 3802,5,-58.419694632153,-34.611304637594,SD-SD,,,Lesion
14695,LC-2020-0579505,5,2020-10-23 00:00:00,2020,10,23,08:30:00 p.m.,20,,AVENIDA,SAN PEDRITO,0.0,27 DE FEBRERO AV.,SAN PEDRITO y 27 DE FEBRERO AV.,8,-58.431528361616,-34.669357671349,SD-SD,,,Lesion
14696,LC-2020-0579507,1,2020-10-23 00:00:00,2020,10,23,08:50:00 p.m.,20,,AVENIDA,"JUSTO, JUAN B. AV.",4345.0,,"JUSTO, JUAN B. AV. 4345",11,-58.462223170413,-34.606813110066,SD-SD,,,Lesion
14697,LC-2020-0579472,1,2020-10-23 00:00:00,2020,10,23,19:15:00,19,,,,,,,,,,MOTO-AUTO,MOTO,AUTO,Lesion
14698,LC-2020-0579730,1,2020-10-24 00:00:00,2020,10,24,02:10:00 a.m.,2,,AVENIDA,"JUSTO, JUAN B. AV.",0.0,CONDARCO,"JUSTO, JUAN B. AV. y CONDARCO",11,-58.474058375050,-34.616092384876,SD-SD,,,Lesion
14699,LC-2020-0579787,1,2020-10-24 00:00:00,2020,10,24,02:08:00 a.m.,2,,CALLE,VUELTA DE OBLIGADO,0.0,NUÃ‘EZ,VUELTA DE OBLIGADO y NUÃ‘EZ,13,-58.466471305232,-34.549185388865,MOTO-SD,MOTO,,Lesion
14700,LC-2020-0579817,1,2020-10-24 00:00:00,2020,10,24,03:15:00,3,,,,,,,9,-58.524542,-34.637062,SD-SD,,,Lesion
14701,LC-2020-0579838,1,2020-10-24 00:00:00,2020,10,24,05:05:00 a.m.,5,,CALLE,COMBATE DE LOS POZOS,0.0,BELGRANO AV.,COMBATE DE LOS POZOS y BELGRANO AV.,3,-58.393235405767,-34.613930176763,SD-SD,,,Lesion
14702,LC-2020-0579842,1,2020-10-24 00:00:00,2020,10,24,04:15:00 a.m.,4,,CALLE,CHILE,0.0,SANTIAGO DEL ESTERO,CHILE y SANTIAGO DEL ESTERO,1,-58.384400983612,-34.616639747270,SD-SD,,,Lesion
14703,LC-2020-0580022,1,2020-10-24 00:00:00,2020,10,24,09:10:00 a.m.,9,,AVENIDA,CORDOBA AV.,0.0,SERRANO,CORDOBA AV. y SERRANO,15,-58.434364853669,-34.591448356789,TRANSPORTE PUBLICO-TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,TRANSPORTE PUBLICO,Lesion
14704,LC-2020-0580185,1,2020-10-24 00:00:00,2020,10,24,12:00:00,12,,,,,,,,,,SD-SD,,,Lesion
14705,LC-2020-0580220,1,2020-10-24 00:00:00,2020,10,24,12:20:00 p.m.,12,,AVENIDA,CABILDO AV.,0.0,AZURDUY JUANA,CABILDO AV. y AZURDUY JUANA,13,-58.466951483933,-34.550487659991,SD-SD,,,Lesion
14706,LC-2020-0580343,2,2020-10-24 00:00:00,2020,10,24,03:00:00 p.m.,15,,CALLE,MILLER,0.0,MONROE,MILLER y MONROE,12,-58.480902989913,-34.571139364741,MOTO-CAMIONETA,MOTO,CAMIONETA,Lesion
14707,LC-2020-0580355,2,2020-10-24 00:00:00,2020,10,24,01:37:00 p.m.,13,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,ZAPIOLA,"PAZ, GRAL. AV. y ZAPIOLA",12,-58.480985943801,-34.540731307118,MOTO-SD,MOTO,,Lesion
14708,LC-2020-0580392,1,2020-10-24 00:00:00,2020,10,24,01:45:00 p.m.,13,,CALLE,ZUVIRIA,0.0,"MORENO, PERITO AV.","ZUVIRIA y MORENO, PERITO AV.",7,-58.464518413154,-34.649919462703,SD-SD,,,Lesion
14709,LC-2020-0580507,2,2020-10-24 00:00:00,2020,10,24,19:20:00,19,,,,,,,8,-58.48314,-34.68631,SD-SD,,,Lesion
14710,LC-2020-0580525,1,2020-10-24 00:00:00,2020,10,24,05:35:00 p.m.,17,,CALLE,ARAOZ,0.0,CORDOBA AV.,ARAOZ y CORDOBA AV.,15,-58.429170905568,-34.594854888276,SD-AUTO,,AUTO,Lesion
14711,LC-2020-0579674,1,2020-10-24 00:00:00,2020,10,24,01:49:00,1,,,,,,"PAZ, GRAL. AV. 2600",,,,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,Lesion
14712,LC-2020-0580745,1,2020-10-25 00:00:00,2020,10,25,10:33:00 p.m.,22,,CALLE,ESTADOS UNIDOS,0.0,DEAN FUNES,ESTADOS UNIDOS y DEAN FUNES,3,-58.406247488933,-34.620551193576,SD-SD,,,Lesion
14713,LC-2020-0580966,1,2020-10-25 00:00:00,2020,10,25,07:00:00 a.m.,7,,CALLE,"MITRE, BARTOLOME",0.0,YATAY,"MITRE, BARTOLOME y YATAY",5,-58.428916043968,-34.610716604399,SD-SD,,,Lesion
14714,LC-2020-0581283,1,2020-10-25 00:00:00,2020,10,25,01:50:00 p.m.,13,,CALLE,ZABALA,2451.0,,ZABALA 2451,13,-58.449747461199,-34.568441076777,SD-SD,,,Lesion
14715,LC-2020-0581336,1,2020-10-25 00:00:00,2020,10,25,09:00:00 p.m.,21,,CALLE,ALCARAZ,5585.0,,ALCARAZ 5585,10,-58.513396626892,-34.627393307171,SD-SD,,,Lesion
14716,LC-2020-0581390,2,2020-10-25 00:00:00,2020,10,25,02:55:00 p.m.,14,,CALLE,URUGUAY,0.0,PARAGUAY,URUGUAY y PARAGUAY,2,-58.386962844899,-34.598280556732,SD-SD,,,Lesion
14717,LC-2020-0581560,1,2020-10-25 00:00:00,2020,10,25,07:40:00 p.m.,19,,AVENIDA,"LACROZE, FEDERICO AV.",3694.0,,"LACROZE, FEDERICO AV. 3694",15,-58.451974771942,-34.582489200582,PEATON-AUTO,PEATON,AUTO,Lesion
14718,LC-2020-0581591,1,2020-10-25 00:00:00,2020,10,25,08:30:00 p.m.,20,,AVENIDA,"ALVAREZ, DONATO, TTE. GRAL.",0.0,RIVADAVIA AV.,"ALVAREZ, DONATO, TTE. GRAL. y RIVADAVIA AV.",7,-58.454031828550,-34.625630017027,SD-SD,,,Lesion
14719,LC-2020-0581598,1,2020-10-25 00:00:00,2020,10,25,08:06:00 p.m.,20,,AVENIDA,ESCALADA AV.,0.0,ECHEANDIA,ESCALADA AV. y ECHEANDIA,9,-58.477042401429,-34.659249459662,SD-SD,,,Lesion
14720,LC-2020-0582146,1,2020-10-26 00:00:00,2020,10,26,09:45:00 a.m.,9,,CALLE,ESTADOS UNIDOS,0.0,RINCON,ESTADOS UNIDOS y RINCON,3,-58.395928300929,-34.619561834631,SD-SD,,,Lesion
14721,LC-2020-0582324,1,2020-10-26 00:00:00,2020,10,26,12:20:00 p.m.,12,,AVENIDA,INDEPENDENCIA AV.,0.0,DEAN FUNES,INDEPENDENCIA AV. y DEAN FUNES,3,-58.406389831455,-34.619432021193,SD-SD,,,Lesion
14722,LC-2020-0582396,3,2020-10-26 00:00:00,2020,10,26,02:05:00 p.m.,14,,AVENIDA,VELEZ SARSFIELD AV.,170.0,,VELEZ SARSFIELD AV. 170,4,-58.389974744303,-34.636168469015,SD-SD,,,Lesion
14723,LC-2020-0582463,1,2020-10-26 00:00:00,2020,10,26,01:20:00 p.m.,13,,CALLE,ITAQUI,0.0,"BONORINO, ESTEBAN, CNEL. AV.","ITAQUI y BONORINO, ESTEBAN, CNEL. AV.",4,-58.433083974876,-34.654098711860,MOTO-SD,MOTO,,Lesion
14724,LC-2020-0582489,1,2020-10-26 00:00:00,2020,10,26,02:15:00 p.m.,14,,AVENIDA,CORRIENTES AV.,5483.0,,CORRIENTES AV. 5483,15,-58.441314695277,-34.597265381611,PEATON-AUTO,PEATON,AUTO,Lesion
14725,LC-2020-0582566,2,2020-10-26 00:00:00,2020,10,26,02:15:00 p.m.,14,,CALLE,COSQUIN,2429.0,,COSQUIN 2429,9,-58.503750562314,-34.663769962392,SD-SD,,,Lesion
14726,LC-2020-0582576,1,2020-10-26 00:00:00,2020,10,26,01:00:00 p.m.,13,,CALLE,ITAQUI,0.0,"BONORINO, ESTEBAN, CNEL. AV.","ITAQUI y BONORINO, ESTEBAN, CNEL. AV.",4,-58.433083974876,-34.654098711860,SD-SD,,,Lesion
14727,LC-2020-0582704,2,2020-10-26 00:00:00,2020,10,26,04:00:00 p.m.,16,,GRAL PAZ,"PAZ, GRAL. AV.",0.0,"MISTRAL, GABRIELA","PAZ, GRAL. AV. y MISTRAL, GABRIELA",11,-58.523504372698,-34.600719831607,SD-SD,,,Lesion
14728,LC-2020-0582727,1,2020-10-26 00:00:00,2020,10,26,02:00:00 p.m.,14,,CALLE,"PERON, JUAN DOMINGO, TTE. GENERAL",524.0,,"PERON, JUAN DOMINGO, TTE. GENERAL 524",1,-58.374030614127,-34.605821912707,SD-SD,,,Lesion
14729,LC-2020-0582892,1,2020-10-26 00:00:00,2020,10,26,04:10:00 p.m.,16,,AVENIDA,DIRECTORIO AV.,0.0,"LARRAÃ‘AGA, DAMASO","DIRECTORIO AV. y LARRAÃ‘AGA, DAMASO",9,-58.486622145843,-34.64707651293,MOTO-AUTO,MOTO,AUTO,Lesion
14730,LC-2020-0583017,1,2020-10-26 00:00:00,2020,10,26,04:00:00 p.m.,16,,AVENIDA,DE LOS CONSTITUYENTES AV.,0.0,NUÃ‘EZ,DE LOS CONSTITUYENTES AV. y NUÃ‘EZ,12,-58.507878970705,-34.570708189512,MOTO-TRANSPORTE PUBLICO,MOTO,TRANSPORTE PUBLICO,Lesion
